text,label,pro_text_no_angka
anies baswedan menurut saya adalah gubernur paling bodo yang pernah dimiliki jakarta . gubernur mantan rektor yang tidak paham beda pasar dengan jalan . senyum dan kekecewaan pedagang kaki lima atas penataan tanah abang ala anies - sandi,negative,anies baswedan turut saya adalah gubernur paling bodoh yang pernah milik jakarta gubernur mantan rektor yang tidak paham beda pasar dengan jalan senyum dan kecewa dagang kaki lima atas tata tanah abang ala anies   sandi
"satu lagi tempat nongkrong murah di bandung . letak nya cukup strategis , ada di jalan cihampelas sebelum jembatan layang . tempat nya cukup luas , ada outdoor nya juga . kemarin coba sajian makanan penutup dan ceker krispi nya , rasanya cukup enak terutama saus untuk ceker krispi nya sangat enak karena menurut saya saos mangkok nya sangat otentik mirip seperti yang di bangkok .",positive,satu lagi tempat nongkrong murah di bandung letak nya cukup strategis ada di jalan cihampelas belum jembatan layang tempat nya cukup luas ada outdoor nya juga kemarin coba saji makan tutup dan ceker krispi nya rasa cukup enak utama saus untuk ceker krispi nya sangat enak karena turut saya saos mangkok nya sangat otentik mirip seperti yang di bangkok
"adonan nya terlzlu tebal . tapi mereka selalu berinovasi walaupun terkadang aneh , seperti pizza dan kentang ? servis dan kondisi restoran terpellihara , mereka mengikuti zaman",positive,adon nya terlzlu tebal tapi mereka selalu inovasi walaupun terkadang aneh seperti pizza dan kentang servis dan kondisi restoran terpellihara mereka ikut zaman
"gila , sambal nya gila dan enak . cocok buat kamu maniak sambal . kalau ke sini pesan ayam goreng dan minta saja kol nya digoreng . itu favorit saya . yuk mampir .",positive,gila sambal nya gila dan enak cocok buat kamu maniak sambal kalau ke sini pesan ayam goreng dan minta saja kol nya goreng itu favorit saya yuk mampir
"di sini yang terkenal nasi campur maaf makanan non halal , selain itu dijual juga orang cina makanan dan dim sum , namun harga cukup premium . mending cari makanan lain sih kalau menurut saya .",negative,di sini yang kenal nasi campur maaf makan non halal selain itu jual juga orang cina makan dan dim sum namun harga cukup premium mending cari makan lain sih kalau turut saya
tiap lewat parkiran nya memang tidak seberapa ramai dibanding tetangga nya pas ke sana cuma ada 2 grup tamu apa karena sudah malam ya tempat nya luas banget dan bagus tapi makanan biasa saja dan mahal ya paketan nasi - 42 : 5 ribu tapi rasa standar kalau mau ngubrul tenang atau mau romantisan datang . oke dan mantap .,positive,tiap lewat parkir nya memang tidak berapa ramai banding tetangga nya pas ke sana cuma ada   grup tamu apa karena sudah malam ya tempat nya luas banget dan bagus tapi makan biasa saja dan mahal ya paket nasi        ribu tapi rasa standar kalau mau ngubrul tenang atau mau romantis datang oke dan mantap
"101 dalmatians : the series adalah sebuah seri animasi televisi yang diproduksi oleh disney television animation , bekerja sama dengan jumbo pictures .",neutral,    dalmatians the series adalah buah seri animasi televisi yang produksi oleh disney television animation kerja sama dengan jumbo pictures
"bagi saudara-saudara yang mau cari tempat makan yang khas sunda , di sini nih tempat nya warung ampera . banyak sih cabang nya . cuma kalau mau makan di sini harus siap-siap mengantre ria deh . karena penggemar nya banyak di sini . tapi makanan nya oke banget deh .",positive,bagi saudara yang mau cari tempat makan yang khas sunda di sini nih tempat nya warung ampera banyak sih cabang nya cuma kalau mau makan di sini harus siap antre ria deh karena gemar nya banyak di sini tapi makan nya oke banget deh
"tempat nya besar . open 24 hari . cocok buat ngemil . tempat duduk sofa nya nyaman . sayang banyak mahasiswa yang mengerjakan tugas di sana , jadi jarang kosong tempat nya kalau malam . hehehe",positive,tempat nya besar open    hari cocok buat ngemil tempat duduk sofa nya nyaman sayang banyak mahasiswa yang kerja tugas di sana jadi jarang kosong tempat nya kalau malam hehe
dan sampai detik ini pun lan indihome yang selalu dibanggakan telkom masih mati di mana rasa tanggung jawab kalian yang melayani pelanggan cobalah kalian memposisikan diri jika kalian menjadi saya yang selalu untuk bersabar dan menunggu yang tidak ada titik terang nya,negative,dan sampai detik ini pun lan indihome yang selalu bangga telkom masih mati di mana rasa tanggung jawab kalian yang layan langgan coba kalian posisi diri jika kalian jadi saya yang selalu untuk sabar dan tunggu yang tidak ada titik terang nya
taktik muslim dalam membela islam . muslim menggunakan daftar panjang argument yang keliru dan konyol dalam setiap perdebatan karena islam memang tidak dapat dipertahankan,negative,taktik muslim dalam bela islam muslim guna daftar panjang argument yang keliru dan konyol dalam tiap debat karena islam memang tidak dapat tahan
saya senang dengan pelayanan yang diberikan hotel berry biz . pelayan nya ramah . kata-kata yang keluar dari perkataan setiap pelayan nya sangat halus dan sopan sehingga saya tidak tersinggung .,positive,saya senang dengan layan yang beri hotel berry biz layan nya ramah kata yang keluar dari kata tiap layan nya sangat halus dan sopan sehingga saya tidak singgung
"order soto bandung sama barbecue rib , ditambah suasana kota bandung yang dingin . rasanya enak dan dilayani dengan ramah sama mbak diah , tisna , echa . sudah dua kali datang ke sini dan selalu puas dengan kualitas makanan dan pelayanan :",positive,order soto bandung sama barbecue rib tambah suasana kota bandung yang dingin rasa enak dan layan dengan ramah sama mbak diah tisna echa sudah dua kali datang ke sini dan selalu puas dengan kualitas makan dan layan
"demi jokowi - ahy pilpres 2019 , sudahkah minta maaf kepada : dan yang dikhianati say ? by - l",neutral,demi jokowi   agus harimurti yudhoyono pilih presiden      sudah minta maaf kepada dan yang khianat sayang by   l
"jika sedang di cihampelas dan cari oleh-oleh coba mampir ke odjolali makanan ringan . banyak pilihan makanan ringan dan harga nya bersaing . tidak hanya oleh-oleh atau cemilan khas bandung seperti aneka keripik , batagor instan , atau seblak , ada pula oleh-oleh khas dari berbagai daerah lainnya .",positive,jika sedang di cihampelas dan cari oleh coba mampir ke odjolali makan ringan banyak pilih makan ringan dan harga nya saing tidak hanya oleh atau camil khas bandung seperti aneka keripik batagor instan atau seblak ada pula oleh khas dari bagai daerah lain
"letak restoran ini ada di perempatan jalan cicendo dan jalan pajajaran , dan untuk parkir lumayan sulit terutama untuk yang baru berkunjung ke tempat ini karena letak restoran nya pas ada di hook perempatan jalan sehingga bisa saja ada kemungkinan terlewat dan harus kembali memutar , alasan nya arah mobil di depan resto ini jalur nya one way . menu yang saya pesan adalah rib . lanjutan",positive,letak restoran ini ada di empat jalan cicendo dan jalan pajajaran dan untuk parkir lumayan sulit utama untuk yang baru kunjung ke tempat ini karena letak restoran nya pas ada di iya empat jalan sehingga bisa saja ada mungkin lewat dan harus kembali putar alas nya arah mobil di depan resto ini jalur nya one way menu yang saya pesan adalah rib lanjut
partai ini berbahaya . kalau mereka menguasai birokrasi maka yang lain disingkirkan untuk memuluskan korupsi bermula agama,negative,partai ini bahaya kalau mereka kuasa birokrasi maka yang lain singkir untuk mulus korupsi mula agama
"bakso malang karapitan ini termasuk favorit saya kalau ke bandung tetapi biasa makan di jalan karapitan yang rasanya jauh lebih enak beda dengan tempat lain , sehabis makan sembari menunggu istri berbelanja terlihat kecoa yang berkeliaran waduh . kebersihan harus benar-benar diperhatikan kalau sebelum makan tahu ada kecoa sudah pasti tidak bakalan makan deh",negative,bakso malang karapitan ini masuk favorit saya kalau ke bandung tetapi biasa makan di jalan karapitan yang rasa jauh lebih enak beda dengan tempat lain habis makan sembari tunggu istri belanja lihat kecoa yang liar waduh bersih harus benar perhati kalau belum makan tahu ada kecoa sudah pasti tidak akan makan deh
"saat makan malam akan lebih terkesan dengan suasana natural yang di tawarkan nya , selain makanan yang kami pesan enak juga pelayanan sangat ramah dan begitu terasa excotis , keluarga sangat puas , jarak tempuh tidak terlalu jauh dari kota . kami pasti kembali",positive,saat makan malam akan lebih kes dengan suasana natural yang di tawar nya selain makan yang kami pesan enak juga layan sangat ramah dan begitu asa excotis keluarga sangat puas jarak tempuh tidak terlalu jauh dari kota kami pasti kembali
"ngantuk sangat , tetapi di bawah hotel super ramai bar nya . suara nya ampe tembus kencang ke kamar ! jelek sekali akustik ini hotel , mengecewakan :",negative,antuk sangat tetapi di bawah hotel super ramai bar nya suara nya sampai tembus kencang ke kamar jelek sekali akustik ini hotel kecewa
guna nya shazam : biar tahu lagu-lagu ajaib yang diputer sopir gocar,neutral,guna nya shazam biar tahu lagu ajaib yang putar sopir gocar
bagikan sebanyak-banyaknya . biar ini orang diproses . kangen melihat video minta maaf sambil nangis-nangis lalu ngadu ke emak lalu bilang kalau perlakuan itu tidak sengaja .,negative,bagi banyak biar ini orang proses kangen lihat video minta maaf sambil nang lalu adu ke emak lalu bilang kalau laku itu tidak sengaja
"memang parasit , sudah dibiarkan hidup di negara orang , masih saja belagu , tunggu saja jadi babi bakar macam tahun 65 dan 98 .",negative,memang parasit sudah biar hidup di negara orang masih saja belaga tunggu saja jadi babi bakar macam tahun    dan   
"hei polisi haram di indonesia , hidup kalian itu ampas ! hampir sama dengan seorang pengemis ataupun pecundang di luar sana yang mengemis meminta santunan . anak yatim dan pengemis layaknya tidak pernah hidup sehina kalian , kalian perlu tahu , si kiki inilah nantinya yang akan mematikan semua polisi",negative,hai polisi haram di indonesia hidup kalian itu ampas hampir sama dengan orang emis atau cundang di luar sana yang emis minta santun anak yatim dan emis layak tidak pernah hidup hina kalian kalian perlu tahu sih kiki ini nanti yang akan mati semua polisi
hehehe . sundul juragan .,neutral,hehe sundul juragan
i suka ur pancakes . enak soft sekali di lidah terus rasanya pas tidak terlalu manis dan cukup juga isian topeng nya .,positive,i suka kamu pancakes enak lembut sekali di lidah terus rasa pas tidak terlalu manis dan cukup juga isi topeng nya
maaci telkomsel untuk semua promo nya hehehe,positive,terima kasih telkomsel untuk semua promo nya hehe
"mi yang disediakan tebal dan kenyal sesuai ciri khas nya , memang mirip karet . saya lebih suka mi yang biasa panjang dan tidak terlalu kenyal . menu yang disediakan cukup beragam . pelayanan agak lama resto tidak pernah sepi pengunjung mungkin :",positive,mi yang sedia tebal dan kenyal sesuai ciri khas nya memang mirip karet saya lebih suka mi yang biasa panjang dan tidak terlalu kenyal menu yang sedia cukup agam layan agak lama resto tidak pernah sepi unjung mungkin
"tempat wisata yang satu ini memang benar-benar menarik hati , dari cara penataan tempat nya saja sudah terlihat bahwa di dalam nya pasti banyak sesuatu yang menarik . jika kita lihat dari depan nama dusun bambu memang pas karena ada tugu bambu yang menjulang tinggi dan kuat . kita dibawa semakin dalam ke area dengan mobil yang dihias dengan bunga-bunga warna warni .",positive,tempat wisata yang satu ini memang benar tarik hati dari cara tata tempat nya saja sudah lihat bahwa di dalam nya pasti banyak sesuatu yang tarik jika kita lihat dari depan nama dusun bambu memang pas karena ada tugu bambu yang julang tinggi dan kuat kita bawa makin dalam ke area dengan mobil yang hias dengan bunga warna warni
"resto ini membawa aura positif untuk para tamu nya . udara nya yang sejuk , sangat cocok untuk menikmati makanan minuman sambil disuguhkan pemandangan kota bandung dari atas . sore menjelang malam adalah waktu yang cocok untuk mampir ke restoran ini . harga makanan di sini terbilang mahal karena kita juga membayar untuk suasana yang disajikan . ketika malam . suasana di resto ini terasa sangat romantis .",positive,resto ini bawa aura positif untuk para tamu nya udara nya yang sejuk sangat cocok untuk nikmat makan minum sambil suguh pandang kota bandung dari atas sore jelang malam adalah waktu yang cocok untuk mampir ke restoran ini harga makan di sini bilang mahal karena kita juga bayar untuk suasana yang saji ketika malam suasana di resto ini asa sangat romantis
tidak ada urap plastik nya . hanya segel kardus saja . bule nya tipis sekali . penyok penyok kardus nya . untung handphone aman .,negative,tidak ada urap plastik nya hanya segel kardus saja bule nya tipis sekali penyok penyok kardus nya untung handphone aman
kalau di bandung ingin makan steak dengan harga murah namun rasa dan kualitas bagus . suis butcher adalah pilihan tepat . tbone dan tenderloin nya enak sekali .,positive,kalau di bandung ingin makan steak dengan harga murah namun rasa dan kualitas bagus suis butcher adalah pilih tepat tbone dan tenderloin nya enak sekali
"rekan nya dibui , anggota fpi satroni mapolresta bekasi -",neutral,rekan nya di bui anggota front bela islam satron mapolresta bekas  
"mana suara elvi sukaesi . yang sok merasa paling suci . paling islami . kenyataan nya keluarga brengsek . ikut-ikutan demo sara , rasis . sekarang terlihat kebobrokan akhlak anak-anak nya .",negative,mana suara elvi sukaesi yang sok rasa paling suci paling islami nyata nya keluarga berengsek ikut demo sara racist sekarang lihat bobrok akhlak anak nya
"nomor resi dpk3702190474215 saya cek sudah sampai jogja tanggal 14nov , sampai sekarang belum sampai rumah , tolong diproses secepatnya .",neutral,nomor resi dpk              saya cek sudah sampai yoyakarta tanggal   nov sampai sekarang belum sampai rumah tolong proses cepat
hanya ulama sesat yang bersedia di undang oleh jokowi .,negative,hanya ulama sesat yang sedia di undang oleh jokowi
"suasana yang sangat menyenangkan , pilihan menu makanan , minuman , cemilan yang bermacam-macam . sangat menyenangkan juga untuk membawa anak-anak .",positive,suasana yang sangat senang pilih menu makan minum camil yang macam sangat senang juga untuk bawa anak
bagaimana bisa saya memilih jokowi lagi di tahun depan setelah selama ini saya merasa dia amat sangat tidak bertanggung jawab atas tugas nya sebagai presiden .,negative,bagaimana bisa saya pilih jokowi lagi di tahun depan telah lama ini saya rasa dia amat sangat tidak tanggung jawab atas tugas nya bagai presiden
saya biasanya menonton channel global tv,neutral,saya biasa tonton channel global televisi
ratusan rumah di medan terendam banjir,neutral,ratus rumah di medan rendam banjir
terima kasih bank mandiri purwokerto .,positive,terima kasih bank mandiri purwokerto
memang nama nya cina daratan kalau brengsek ya brengsek .,negative,memang nama nya cina darat kalau berengsek ya berengsek
"bakso malang lengkap , rasa lumayan enak , harga terjangkau . sangat di padati pengunjung pada saat jam makan siang .",positive,bakso malang lengkap rasa lumayan enak harga jangkau sangat di padat unjung pada saat jam makan siang
gumi mencuri mangga,negative,gum curi mangga
"kelar debat nya . bravo pak jokowi - jk , keren aksi nya . tentunya mantap pilih",positive,selesai debat nya bravo pak jokowi   jika keren aksi nya tentu mantap pilih
maklum udin kan jongos nya ical . jadi maju tak gentar membela yang bayar,negative,maklum udin kan jongos nya ical jadi maju tak gentar bela yang bayar
"standar rumah makan padang yang menjaga kualitas . rumah makan ini memiliki menu favorit ayam pop dan kuah tunjang . suasana nya enak , rapi dan bersih . sayang nya ketika saya berkunjung sedang ada perbaikan trotoar di depan sehingga agak menyulitkan .",positive,standar rumah makan padang yang jaga kualitas rumah makan ini milik menu favorit ayam pop dan kuah tunjang suasana nya enak rapi dan bersih sayang nya ketika saya kunjung sedang ada baik trotoar di depan sehingga agak sulit
"mau makan enak dan terjangkau di pvj ? ke sago saja . coba beli kerupuk kampung yang disiram saos kacang . enak deh . nasi goreng nya juga enak . ada juga mi jawa , dan aneka hidangan khas pecinan jawa .",positive,mau makan enak dan jangkau di pvj ke sago saja coba beli kerupuk kampung yang siram saos kacang enak deh nasi goreng nya juga enak ada juga mi jawa dan aneka hidang khas pecinan jawa
"suka dengan makanan yang tersaji di saung kami minggu kemarin , rasanya enak dan gurih sangat sesuai dengan lidah kami . hehehe ditambah sensasi makan di saung dengan pemandangan sawah-sawah dan musik tradisional menambah kenikmatan kami dalam menyantap makan siang hari itu .",positive,suka dengan makan yang saji di saung kami minggu kemarin rasa enak dan gurih sangat sesuai dengan lidah kami hehe tambah sensasi makan di saung dengan pandang sawah dan musik tradisional tambah nikmat kami dalam santap makan siang hari itu
tidak kesal,positive,tidak kesal
"tempat di tenda pinggir jalan , makanan biasa saja , di sana banyak yang merokok , lalu harga makanan selalu berubah ubah walaupun menu nya sama , kadang harga bisa murah dan bisa mahal sekali , tidak rekomendasi",negative,tempat di tenda pinggir jalan makan biasa saja di sana banyak yang rokok lalu harga makan selalu ubah ubah walaupun menu nya sama kadang harga bisa murah dan bisa mahal sekali tidak rekomendasi
pada akhir pekan memarin kami dengan beberapa temen janjian bertemu di kedai rumah hayo nya rumah jalan turnojoyo bandung . disuni khusus masakan rumah . dan ada jualan roti-roti dan kue . kami semua datang jam 3:00 sore hanya minum - munum saja . es c tape dan es jeruk dab tak ada yang spesial . kedai ini kosong tamu dikit sekali . sesungguhnya tidak rekomendasi .,negative,pada akhir pekan memarin kami dengan beberapa teman janji temu di kedai rumah hayo nya rumah jalan turnojoyo bandung suni khusus masakan rumah dan ada jual roti dan kue kami semua datang jam      sore hanya minum   munum saja es c tape dan es jeruk dab tak ada yang spesial kedai ini kosong tamu sedikit sekali sungguh tidak rekomendasi
"hati-hati , jangan percaya itu cuma pencitraan mau mengambil suara umat islam",negative,hati jangan percaya itu cuma citra mau ambil suara umat islam
"saya mencoba di outlet tsm . tempat nya lumayan nyaman , karena datang rombongan per 10 orang , kita dapat kursi di bagian luar . menu utama nya steak lokal dengan harga terjangkau . saya memesan spagheti carbonara . porsi nya tidak terlalu besar , sesuai dengan harga nya . isi nya terdiri dari spagehti dengan campuran keju cair dan sedikit irisan daging . rasanya lumayan . fish and chip lumayan enak , ikan dari nya juga enak .",positive,saya coba di outlet tsm tempat nya lumayan nyaman karena datang rombong per    orang kita dapat kursi di bagi luar menu utama nya steak lokal dengan harga jangkau saya mes spagheti carbonara porsi nya tidak terlalu besar sesuai dengan harga nya isi nya diri dari spagehti dengan campur keju cair dan sedikit iris daging rasa lumayan fish and chip lumayan enak ikan dari nya juga enak
"rasanya manis gurih dengan sedikit asin . cocok dimakan dengan sambal nya dan nasi putih . walaupun ukuran nya tidak terlalu besar , tapi mereka menggunakan ayam kampung .",positive,rasa manis gurih dengan sedikit asin cocok makan dengan sambal nya dan nasi putih walaupun ukur nya tidak terlalu besar tapi mereka guna ayam kampung
"parkir nya sempit , jadi cuma bisa 30 menit maksimal kalau parkir . jalan dari bts thonlong 1.5 ke jauh sekali karena panas .",negative,parkir nya sempit jadi cuma bisa    menit maksimal kalau parkir jalan dari bts thonlong     ke jauh sekali karena panas
"walaupun tidak goceng lagi , minuman dan makanan kecil di kfc tetap favorit . apalagi puding coklat nya .",positive,walaupun tidak goceng lagi minum dan makan kecil di kentaki fried chicken tetap favorit apalagi puding coklat nya
"sabtu kemarin saya mampir ke yagami ramen rumah nama nya sekarang sudah ganti loh hihi , konsep nya bikin betah deh duduk manis di sana . disediakan komik juga loh di sini , sambil menunggu pesanan sambil baca komik jadi nya tidak bosan : d padahal makanan yang aku pesan datang nya juga tidak lama lama banget kok cuma ya jadi asik baca komik aja gitu sambil makan ramen .",positive,sabtu kemarin saya mampir ke yagami ramen rumah nama nya sekarang sudah ganti lah hihi konsep nya bikin betah deh duduk manis di sana sedia komik juga lah di sini sambil tunggu pesan sambil baca komik jadi nya tidak bosan di padahal makan yang aku pesan datang nya juga tidak lama lama banget kok cuma ya jadi asyik baca komik saja begitu sambil makan ramen
"nasi liwet parahyangan komplit nya enak sekali 1 porsi untuk berdua paket nya ikan asin , tahu , tempe , 2 potong ayam goreng , lalapan dan krupuk",positive,nasi liwet parahyangan komplit nya enak sekali   porsi untuk dua paket nya ikan asin tahu tempe   potong ayam goreng lalap dan kerupuk
"makanan nya enak . tempat nya enak . harga sesuai dengan pelayanan nya . bisa menginap juga di sini , tersedia hotel dan kolam renang . ada sauna di pinggir kolam renang . saya sarankan untuk reservasi dahulu untuk hari libur dan akhir pekan .",positive,makan nya enak tempat nya enak harga sesuai dengan layan nya bisa inap juga di sini sedia hotel dan kolam renang ada sauna di pinggir kolam renang saya saran untuk reservasi dahulu untuk hari libur dan akhir pekan
"seiring bertambah nya usia , pertemanan lebih banyak ke arah kepentingan sehingga kita seringkali merasa tidak nyaman . bahkan berbuat baik saja bisa jadi sebuah muslihat yang dipandang negatif .",negative,iring tambah nya usia teman lebih banyak ke arah penting sehingga kita seringkali rasa tidak nyaman bahkan buat baik saja bisa jadi buah muslihat yang pandang negatif
sudah dua kali saya makan di sini . pertama dengan teman . yang kedua bersama keluarga . tempat nya bisa memilih di dalam gedung atau di teras belakang gedung dengan pemandangan bandung di malam hari . saya memilih di makan di luar gedung karena di dalam sudah penuh . sangat malam menjelang pemandangan kota bandung sangat indah . meja kami pun diberi lilin biar suasana romantis .,positive,sudah dua kali saya makan di sini pertama dengan teman yang dua sama keluarga tempat nya bisa pilih di dalam gedung atau di teras belakang gedung dengan pandang bandung di malam hari saya pilih di makan di luar gedung karena di dalam sudah penuh sangat malam jelang pandang kota bandung sangat indah meja kami pun beri lilin biar suasana romantis
"dari saya masih muda sudah langganan , dan sampai sekarang tetap enak banget ! tapi saking laku nya , kadang-kadang memang sangat menyebalkan kalau harus mengantre mencari meja kosong , belum lagi panas nya terasa banget di restoran tanpa ac ini .",negative,dari saya masih muda sudah langgan dan sampai sekarang tetap enak banget tapi saking laku nya kadang memang sangat sebal kalau harus antre cari meja kosong belum lagi panas nya asa banget di restoran tanpa ac ini
lawang wangi merupakan tempat makan / resto . pemandangan nya bagus kalau dari atas . pada saat ke sana sudah siang menjelang sore dan menu makanan nya sudah pada habis . kata petugas nya makanan sedang di perjalanan kena macet . sayang banget . kecewa aku .,positive,lawang wangi rupa tempat makan resto pandang nya bagus kalau dari atas pada saat ke sana sudah siang jelang sore dan menu makan nya sudah pada habis kata tugas nya makan sedang di jalan kena macet sayang banget kecewa aku
harga memang tidak murah tapi sesuai dengan rasanya . kenyang dan puas makan batagor . bumbu nya enak banget sampai bumbu nya tidak tersisa di piring saya . __laugh__,positive,harga memang tidak murah tapi sesuai dengan rasa kenyang dan puas makan batagor bumbu nya enak banget sampai bumbu nya tidak sisa di piring saya laugh
"produk salah kirim , produk jelek . gila gue mau nangis aja",negative,produk salah kirim produk jelek gila gue mau menang saja
restoran ini terletak di dago atas . pemandangan nya yang bagus dan suasana restoran membuat restoran ini terlihat romantis . hidangan eropa menjadi hidangan utama .,positive,restoran ini letak di dago atas pandang nya yang bagus dan suasana restoran buat restoran ini lihat romantis hidang eropa jadi hidang utama
"salah satu keunggulan dari menu bebek garang adalah sambel nya yang enak . jus melonn nya agak aneh sih , bagi saya jus itu pure dari buah nya tanpa ada additional yang berlebihan , kurang dari sugar dan kurang dari es jauh lebih bagus :",positive,salah satu unggul dari menu bebek garang adalah sambal nya yang enak jus melonn nya agak aneh sih bagi saya jus itu pure dari buah nya tanpa ada additional yang lebih kurang dari sugar dan kurang dari es jauh lebih bagus
saya menambahkan video ke playlist origami shirt baju tahanan kpk setya novanto,neutral,saya tambah video ke playlist origami shirt baju tahan komisi berantas korupsi setya novanto
"sampai sekarang belum juga tidak digubris , dianggap ada enggak nih saya sebagai pelanggan ??!!",negative,sampai sekarang belum juga tidak gubris anggap ada tidak nih saya bagai langgan
pernah nyobain bakmi ? sudah tahu rasanya ? pasti rata-rata sama saja kan ? ke sini deh ! rasanya super duper beda enak banget parah . rasanya enak banget deh asli ! favorit saya sih bakmie ayam jamur enak banget deh ! ke sini deh rekomendasi banget .,positive,pernah coba bakmi sudah tahu rasa pasti rata sama saja kan ke sini deh rasa super duper beda enak banget parah rasa enak banget deh asli favorit saya sih bakmie ayam jamur enak banget deh ke sini deh rekomendasi banget
tidak ceria,negative,tidak ceria
alasan demokrat sandingkan deddy mizwar dengan dedi mulyadi,neutral,alas demokrat sanding deddy mizwar dengan dedi mulyadi
"rasanya gua banget , porsi nya pas dengan sajian ide dhises yang enak , dan harga nya pun tidak mahal-mahal amat , poko nya swiss bucher steak nomor 1 deh di bandung",positive,rasa gue banget porsi nya pas dengan saji ide dhises yang enak dan harga nya pun tidak mahal amat pokok nya swiss bucher steak nomor   deh di bandung
"saat makan di sini bumbu dan ayam nya lumayan enak , tapi harga nya yang lumayan mahal tapi tempat nya nyaman sekali untuk beristirahat .",positive,saat makan di sini bumbu dan ayam nya lumayan enak tapi harga nya yang lumayan mahal tapi tempat nya nyaman sekali untuk istirahat
awal tahun ini bakti budaya djarum foundation bekerjasama dengan dan garinworkshop,neutral,awal tahun ini bakti budaya djarum foundation kerja sama dengan dan garinworkshop
"kejadian ini bukan baru pertama , sudah restart berkali-berkali , sulit !",negative,jadi ini bukan baru pertama sudah restart kali sulit
saya pakai jenis yang tahapan bca kartu silver,neutral,saya pakai jenis yang tahap baca kartu silver
"harga nya cukup terjangkau , kebetulan banyak menu yang saya pesan dan rasanya 8 / 10 . tempat yang saya datangi di dekat pasir koja di mal festival citylink dan dekat dengan hotel yang saya datangi . tempat nya nyaman dan juga bersih , pelayanan nya juga baik",positive,harga nya cukup jangkau betul banyak menu yang saya pesan dan rasa      tempat yang saya datang di dekat pasir koja di mal festival citylink dan dekat dengan hotel yang saya datang tempat nya nyaman dan juga bersih layan nya juga baik
hormati partai-partai yang telah berkoalisi,neutral,hormat partai yang telah koalisi
"terletak di utara bandung , dekat the peak , suasana kompleks sangat asri , tenang dan dingin . kita bisa memetik straberry di kebun di sebelah restoran dan membayar per kilo yang kita petik . menu favorit adalah nasi liwet lengkap dengan ikan peda , bikin ketagihan . ditutup dengan jus stroberi segar .",positive,letak di utara bandung dekat the peak suasana kompleks sangat asri tenang dan dingin kita bisa petik straberry di kebun di belah restoran dan bayar per kilo yang kita petik menu favorit adalah nasi liwet lengkap dengan ikan peda bikin tagih tutup dengan jus stroberi segar
selamat ! buat dan mendapatkan voucher menonton gratis dari id,neutral,selamat buat dan dapat kupon tonton gratis dari id
"baru pertama kalinya kami sekeluarga ketempat ini , untuk mencicipi ayam jimbaran ini . saya rasa rasa sama saja dengan hidangan ayam-ayam yang lainnya hanya mungkin dengan sambal nya yang beda , serta tempat nya lumayan nyaman . harga sama dengan yang lainnya .",positive,baru pertama kali kami keluarga ke tempat ini untuk cicip ayam jimbaran ini saya rasa rasa sama saja dengan hidang ayam yang lain hanya mungkin dengan sambal nya yang beda serta tempat nya lumayan nyaman harga sama dengan yang lain
"untuk sekadar jalan-jalan , menikmati sejuk nya udara bandung barat sih oke . bila menginap di sekitar jalan setiabudi , bandung , tak terlalu jauh juga . bila datang ke sini ada juga beberapa objek wisata lain , seperti kampung gajah , curug cimahi , jadi bisa sekalian jalan . bisa juga digabung dengan tempat wisata di dekat setiabudi .",positive,untuk sekadar jalan nikmat sejuk nya udara bandung barat sih oke bila inap di sekitar jalan setiabudi bandung tak terlalu jauh juga bila datang ke sini ada juga beberapa objek wisata lain seperti kampung gajah curug cimahi jadi bisa sekali jalan bisa juga gabung dengan tempat wisata di dekat setiabudi
waktu musim liburan saya pernah mengantar untuk dapat tempat duduk di sini sekitar 1 jam . setelah duduk makanan lama pula datang nya . sedangkan itu sudah mendekati jam sembilan malam . kita orang sudah sangat kelaparan dan kedinginan di udara di sana yang dingin . rasa oke . harga nya sangat mahal tidak sebanding dengan rasanya .,positive,waktu musim libur saya pernah antar untuk dapat tempat duduk di sini sekitar   jam telah duduk makan lama pula datang nya sedang itu sudah dekat jam sembilan malam kita orang sudah sangat lapar dan dingin di udara di sana yang dingin rasa oke harga nya sangat mahal tidak banding dengan rasa
ayam penyet dengan bumbu yang khas dengan sambal yang tidak terlalu pedas dapat dimakan untuk seluruh anggota keluarga baik anak kecil sampai manula,positive,ayam penyet dengan bumbu yang khas dengan sambal yang tidak terlalu pedas dapat makan untuk seluruh anggota keluarga baik anak kecil sampai manula
"terletak di area perumahan membuat suasana nom nom asri dan tidak bising , jika anda duduk di luar akan terasa suasana khas bandung yang adem dan berangin . harga makanan dan minuman nya sendiri standar dengan restoran sekelas nya dan rasanya pun oke . karyawan yang ramah dan fasilitas wifi membuat tempat ini nyaman dijadikan tempat mengerjakan tugas atau sekadar membaca buku",positive,letak di area rumah buat suasana nom nom asri dan tidak bising jika anda duduk di luar akan asa suasana khas bandung yang adem dan angin harga makan dan minum nya sendiri standar dengan restoran kelas nya dan rasa pun oke karyawan yang ramah dan fasilitas wifi buat tempat ini nyaman jadi tempat kerja tugas atau sekadar baca buku
"diminta luhut stop penenggelaman kapal , begini tanggapan jleb menteri susi",neutral,minta luhut stop tenggelam kapal begini tanggap jleb menteri sus
kalau grab pakai moto pun boleh .,neutral,kalau grab pakai moto pun boleh
